text,label,domain
"Олору сырсыы ухханыгар сылдьан баран, 40-с саастарыгар үктэнэн баран өйдөөбүттэрэ, кинилэри сүҥ­кэннээх кыһалҕа булбут: олох аргыһа буолуохтааҕы көрдүүргэ бириэмэлэрэ тиийбэт, эбэтэр анараа, эт-хаан өттүнэн ыкса сыһыаннаах партнердара оҕо диэтэххэ, ойон туран куотар балаһыанньалаах, оҕону ыйааһын, чэҥкээйи эрэ быһыытынан көрөрүн өйдүүллэр.",negative,kyym
М. Белоноговы былыргы үгэһинэн хоолдьуга атын бэйэтин кытта иинигэр көмпүттэр диэн сураҕы соторутааҕыта кэпсээн соһуппута.,negative,kyym
"Эчи, куораттан да чугаһа, киһини угуйар, тардар.",neutral,kyym
Үчүгэй олохтоох дьон миэхэ сылдьыбаттар.,negative,kyym
"Мин доҕордуу сыһыаннаах, эйэлээх кэлэктиипкэ киирэммин, табыллан сылдьабын.",positive,kyym
Онтон 2000 сыллаахха “Якутия” ФАПК сыһыарыллыбыппыт.,neutral,kyym
"Бэйэҥ ырыаҕын ыллаатаххына, ааккын-суолгун бигэтик оҥостуохха сөп.",positive,kyym
Түмүгэр мустубут дьон Ил Дархан Айсен Николаев итиэннэ өрөспүүбүлүкэ Үрдүкү суутун Бэрэссэдээтэлэ Любовь Летучих ааттарыгар аһаҕас сурук суруйарга быһаарыннылар.,neutral,kyym
"Салгыы устаап быһыытынан сийиэс хайдах ыҥырыллыахтааҕын, ону иилиир-саҕалыыр хамыыһыйа тоҕо тэриллиэхтээҕин быһаарбытын саалаҕа олорооччулар ыараханнык ылыннылар.",negative,kyym
"Тэрилтэ үлэтин сыалын-соругун нэһилиэнньэҕэ тарҕатан, бу уурунуу уонна иэс ылар тэрилтэ эрэ буолбатаҕын, маны сэргэ нэһилиэнньэҕэ “финансовая грамотность” диэн өйдөбүлү тиэрдэр сыаллаахпытын тиэрдэр этим.",neutral,kyym
Төһө элбэх сайабылыанньа киирдэ?,neutral,kyym
Бары “үтүө дьыаланы оҥордорбун” диэн санаалаах кыттыспыттара.,positive,kyym
"Ол курдук, арҕаалар кинилэр кигиилэринэн “бүтэһик украинецка” диэри сэриилэһэргэ сөбүлэспит “сабыдыал ааҕына” оҥостубут Зеленскэйдэрин куоттаран эрдэхтэрэ.",negative,kyym
"Ол түмүгэр үгүс эрэгийиэннэргэ, Арассыыйаҕа даҕаны оскуолалар, балыыһалар сабыллан нэһилиэктэр эстибиттэрэ.",negative,kyym
"Эс, ама, оннук буоллаҕай?",negative,kyym
"Күһүн хойут, сороҕор алтынньы саҥатыгар, күп-күөҕүнэн тоҥмутун быһан ынахха битэмиин курдук биэрэбит.",neutral,kyym
"Сержант сыбаанньалаахпын, артылыарыйа пуолкатыгар эрэспиэскэ отделениетын хамандыырабын.",neutral,kyym
"Дьиҥэ, элбэх ырыаны айбыппын.",neutral,kyym
"Дьэ, доҕоор, өйдөөн көрбүтэ кинилэри кып-кыһыл харахтаах ньирэй одуулаан турар эбит.",neutral,kyym
Ас-үөл да элбиэ этэ.,positive,kyym
"Олоҥхом ситиһиилэрин этэр буоллахха, аан маҥнай Уус Алдан Бороҕонугар С.",neutral,kyym
